정규화,analyzer,ngram,min_df,sublinear,max_features,C,class_weight,피처수,Val_MacroF1
False,char_wb,"(2, 4)",3,True,0,0.3,balanced,7564,0.8464985400237198
False,char,"(2, 5)",3,False,0,0.3,balanced,11726,0.8464386116166093
False,char,"(2, 5)",3,False,100000,0.3,balanced,11726,0.8464386116166093
False,char,"(2, 3)",2,False,0,0.1,balanced,10526,0.8464345868148639
False,char,"(2, 3)",2,False,100000,0.1,balanced,10526,0.8464345868148639
True,char_wb,"(2, 5)",2,False,0,0.1,balanced,14348,0.8464219274007853
True,char_wb,"(2, 5)",2,True,0,0.1,balanced,14348,0.8464219274007853
True,char_wb,"(2, 5)",2,False,100000,0.1,balanced,14348,0.8464219274007853
True,char_wb,"(2, 5)",2,True,100000,0.1,balanced,14348,0.8464219274007853
True,char_wb,"(2, 4)",3,True,100000,3.0,balanced,6929,0.8462348522592136
True,char_wb,"(2, 4)",3,True,0,3.0,balanced,6929,0.8462348522592136
True,char_wb,"(2, 5)",3,True,0,3.0,balanced,7943,0.8460309390307404
True,char_wb,"(2, 5)",3,True,100000,3.0,balanced,7943,0.8460309390307404
False,char_wb,"(2, 5)",2,False,100000,1.0,balanced,15892,0.8452836254779562
False,char_wb,"(2, 5)",2,True,0,1.0,balanced,15892,0.8452836254779562
False,char_wb,"(2, 5)",2,True,100000,1.0,balanced,15892,0.8452836254779562
False,char_wb,"(2, 5)",2,False,0,1.0,balanced,15892,0.8452836254779562
True,char_wb,"(2, 4)",3,True,100000,0.1,balanced,6929,0.8452722203366468
True,char_wb,"(2, 4)",3,True,0,0.1,balanced,6929,0.8452722203366468
True,char_wb,"(2, 4)",2,True,0,0.1,balanced,12057,0.8451571447783941
True,char_wb,"(2, 4)",2,False,100000,0.1,balanced,12057,0.8451571447783941
True,char_wb,"(2, 4)",2,False,0,0.1,balanced,12057,0.8451571447783941
True,char_wb,"(2, 4)",2,True,100000,0.1,balanced,12057,0.8451571447783941
True,char_wb,"(2, 3)",3,True,0,3.0,none,5165,0.8450314710328066
True,char_wb,"(2, 3)",3,True,100000,3.0,none,5165,0.8450314710328066
True,char,"(2, 4)",3,False,100000,0.3,balanced,8357,0.8450139047116334
True,char,"(2, 4)",3,True,100000,0.3,balanced,8357,0.8450139047116334
True,char,"(2, 4)",3,False,0,0.3,balanced,8357,0.8450139047116334
True,char,"(2, 4)",3,True,0,0.3,balanced,8357,0.8450139047116334
True,char_wb,"(2, 5)",3,True,100000,10.0,balanced,7943,0.8449506972055268
True,char_wb,"(2, 5)",3,True,0,10.0,balanced,7943,0.8449506972055268
False,char,"(2, 3)",2,True,100000,0.1,balanced,10526,0.8448916909865309
False,char,"(2, 3)",2,True,0,0.1,balanced,10526,0.8448916909865309
False,char,"(2, 3)",2,True,0,0.3,balanced,10526,0.8443776048421464
False,char,"(2, 3)",2,True,100000,0.3,balanced,10526,0.8443776048421464
True,char_wb,"(3, 5)",3,True,100000,0.3,balanced,5396,0.8443517892681809
True,char_wb,"(3, 5)",3,True,0,0.3,balanced,5396,0.8443517892681809
False,char,"(2, 3)",2,False,100000,0.3,balanced,10526,0.8438451703619383
False,char,"(2, 3)",2,False,0,0.3,balanced,10526,0.8438451703619383
False,char_wb,"(2, 3)",2,False,100000,3.0,none,9187,0.8437513254873443
False,char_wb,"(2, 3)",2,False,0,3.0,none,9187,0.8437513254873443
True,char_wb,"(3, 5)",3,False,100000,0.3,balanced,5396,0.8434891517180572
True,char_wb,"(3, 5)",3,False,0,0.3,balanced,5396,0.8434891517180572
True,char_wb,"(2, 4)",3,False,0,10.0,none,6929,0.8434101220691766
True,char_wb,"(2, 4)",3,False,100000,10.0,none,6929,0.8434101220691766
True,char_wb,"(2, 3)",2,False,0,3.0,none,8406,0.8430210948810006
True,char_wb,"(2, 3)",2,False,100000,3.0,none,8406,0.8430210948810006
False,char_wb,"(2, 4)",2,True,100000,3.0,balanced,13220,0.8426378939997745
False,char_wb,"(2, 4)",2,True,0,3.0,balanced,13220,0.8426378939997745
True,char_wb,"(2, 5)",2,True,100000,3.0,balanced,14348,0.8423258776118503
True,char_wb,"(2, 5)",2,True,0,3.0,balanced,14348,0.8423258776118503
True,char_wb,"(2, 5)",2,False,100000,3.0,balanced,14348,0.8423258776118503
True,char_wb,"(2, 5)",2,False,0,3.0,balanced,14348,0.8423258776118503
False,char,"(2, 4)",2,False,100000,0.1,balanced,16903,0.8422151511701217
False,char,"(2, 4)",2,False,0,0.1,balanced,16903,0.8422151511701217
False,char_wb,"(2, 3)",2,True,0,3.0,none,9187,0.8419609806553809
False,char_wb,"(2, 3)",2,True,100000,3.0,none,9187,0.8419609806553809
False,char_wb,"(2, 3)",2,False,100000,0.1,balanced,9187,0.8416542386576664
False,char_wb,"(2, 3)",2,False,0,0.1,balanced,9187,0.8416542386576664
False,char_wb,"(2, 5)",2,False,0,3.0,balanced,15892,0.8411337561156014
False,char_wb,"(2, 5)",2,False,100000,3.0,balanced,15892,0.8411337561156014
True,char,"(2, 5)",3,False,0,0.1,balanced,10454,0.8410851462614402
True,char,"(2, 5)",3,False,100000,0.1,balanced,10454,0.8410851462614402
True,char,"(2, 5)",3,True,0,0.1,balanced,10454,0.8410851462614402
True,char,"(2, 5)",3,True,100000,0.1,balanced,10454,0.8410851462614402
False,char_wb,"(2, 4)",2,False,100000,3.0,balanced,13220,0.8410800550199731
False,char_wb,"(2, 4)",2,False,0,3.0,balanced,13220,0.8410800550199731
False,char_wb,"(2, 3)",2,True,0,0.1,balanced,9187,0.8407206282207876
False,char_wb,"(2, 3)",2,True,100000,0.1,balanced,9187,0.8407206282207876
False,char,"(2, 4)",2,True,100000,0.1,balanced,16903,0.8406774753041719
False,char,"(2, 4)",2,True,0,0.1,balanced,16903,0.8406774753041719
True,char,"(2, 3)",2,False,100000,0.1,balanced,9626,0.8405879221246213
True,char,"(2, 3)",2,False,0,0.1,balanced,9626,0.8405879221246213
True,char,"(2, 3)",2,True,0,0.1,balanced,9626,0.8405879221246213
True,char,"(2, 3)",2,True,100000,0.1,balanced,9626,0.8405879221246213
False,char_wb,"(2, 3)",2,False,0,3.0,balanced,9187,0.8402542804970844
False,char_wb,"(2, 3)",2,False,100000,3.0,balanced,9187,0.8402542804970844
False,char,"(2, 3)",2,False,0,3.0,balanced,10526,0.8402031932659089
False,char,"(2, 3)",2,False,100000,3.0,balanced,10526,0.8402031932659089
False,char_wb,"(2, 5)",3,False,0,0.3,balanced,8758,0.8401721088283354
False,char_wb,"(2, 5)",3,False,100000,0.3,balanced,8758,0.8401721088283354
False,char_wb,"(2, 3)",3,True,100000,3.0,balanced,5604,0.8399432858992238
False,char_wb,"(2, 3)",3,True,0,3.0,balanced,5604,0.8399432858992238
False,char_wb,"(2, 3)",1,True,100000,1.0,balanced,24396,0.8398613065386643
False,char_wb,"(2, 3)",1,True,0,1.0,balanced,24396,0.8398613065386643
True,char_wb,"(2, 3)",3,False,100000,0.1,balanced,5165,0.8397263192501522
True,char_wb,"(2, 3)",3,False,0,0.1,balanced,5165,0.8397263192501522
False,char_wb,"(2, 5)",2,False,100000,0.1,balanced,15892,0.8394894083800477
False,char_wb,"(2, 5)",2,False,0,0.1,balanced,15892,0.8394894083800477
True,char_wb,"(2, 3)",3,True,100000,0.1,balanced,5165,0.8393722002866992
True,char_wb,"(2, 3)",3,True,0,0.1,balanced,5165,0.8393722002866992
True,char_wb,"(2, 3)",2,False,100000,3.0,balanced,8406,0.8393305004096319
True,char_wb,"(2, 3)",2,False,0,3.0,balanced,8406,0.8393305004096319
True,char_wb,"(2, 4)",2,True,100000,3.0,balanced,12057,0.8390928583581592
True,char_wb,"(2, 4)",2,True,0,3.0,balanced,12057,0.8390928583581592
True,char_wb,"(2, 4)",2,False,100000,3.0,none,12057,0.8390170351746138
True,char_wb,"(2, 4)",2,False,0,3.0,none,12057,0.8390170351746138
True,char_wb,"(2, 4)",2,False,100000,3.0,balanced,12057,0.8386248572052735
True,char_wb,"(2, 4)",2,False,0,3.0,balanced,12057,0.8386248572052735
False,char,"(2, 3)",1,True,0,0.3,balanced,29262,0.8384983208926872
False,char,"(2, 3)",1,True,100000,0.3,balanced,29262,0.8384983208926872
True,char_wb,"(2, 4)",2,True,100000,3.0,none,12057,0.8380942132513086
True,char_wb,"(2, 4)",2,True,0,3.0,none,12057,0.8380942132513086
False,char_wb,"(2, 3)",1,False,100000,1.0,balanced,24396,0.8380703541378838
False,char_wb,"(2, 3)",1,False,0,1.0,balanced,24396,0.8380703541378838
False,char_wb,"(2, 5)",3,False,100000,3.0,balanced,8758,0.8380575754032054
False,char_wb,"(2, 5)",3,False,0,3.0,balanced,8758,0.8380575754032054
False,char_wb,"(2, 5)",2,True,100000,0.1,balanced,15892,0.8379826142634055
False,char_wb,"(2, 5)",2,True,0,0.1,balanced,15892,0.8379826142634055
