분류기,표현순위,입력,analyzer,ngram,min_df,max_df,sublinear,use_idf,설정,CV_MacroF1,CV_std
LogReg(다항),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': 'balanced'}",0.7298027655914882,0.02267512262204748
LogReg(다항),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': 'balanced'}",0.7298027655914882,0.02267512262204748
LogReg(다항),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 90.0, 'class_weight': 'balanced'}",0.7296517411145585,0.018145335030781452
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 3.0, 'class_weight': None}",0.7296109931617597,0.018136483407040774
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 3.0, 'class_weight': None}",0.7296109931617597,0.018136483407040774
LogReg(OvR),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7295992515623553,0.02412450168216945
LogReg(OvR),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7295992515623553,0.02412450168216945
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 10.0, 'class_weight': None}",0.7285043648884948,0.018275675850994808
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 10.0, 'class_weight': None}",0.7285043648884948,0.018275675850994808
LogReg(다항),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': 'balanced'}",0.7284347157968256,0.023875925757553335
LogReg(다항),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': 'balanced'}",0.7284347157968256,0.023875925757553335
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 30.0, 'class_weight': None}",0.728315071909058,0.015523663243425042
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 30.0, 'class_weight': None}",0.728315071909058,0.015523663243425042
LogReg(다항),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7277739030145839,0.025444593075236815
LogReg(다항),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7277739030145839,0.025444593075236815
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7276702562170133,0.016720897751141432
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7276702562170133,0.016720897751141432
LogReg(OvR),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7275115047021812,0.020751743765914595
LogReg(OvR),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7275115047021812,0.020751743765914595
LogReg(OvR),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7273611936660844,0.021872584364003456
LogReg(OvR),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7273611936660844,0.021872584364003456
LogReg(다항),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7270752967959944,0.025300204940096955
LogReg(다항),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7270752967959944,0.025300204940096955
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 1.0, 'class_weight': 'balanced'}",0.7259676036973634,0.025051740311534128
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 1.0, 'class_weight': 'balanced'}",0.7259676036973634,0.025051740311534128
LogReg(OvR),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 30.0, 'class_weight': None}",0.7259103293144624,0.017799386235678272
LogReg(OvR),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 30.0, 'class_weight': None}",0.7259103293144624,0.017799386235678272
LogReg(OvR),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': None}",0.7255904655172929,0.01851091653794046
LogReg(OvR),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': None}",0.7255904655172929,0.01851091653794046
LogReg(OvR),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7248016443249699,0.025521719826070696
LogReg(OvR),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7248016443249699,0.025521719826070696
LogReg(OvR),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7247477681745993,0.027007211221045622
LogReg(OvR),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7247477681745993,0.027007211221045622
LogReg(다항),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7246586540335118,0.025266373196938658
LogReg(다항),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7246586540335118,0.025266373196938658
LogReg(다항),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7236569809363059,0.02578802965336392
LogReg(다항),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 10.0, 'class_weight': 'balanced'}",0.7236569809363059,0.02578802965336392
LogReg(OvR),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7233368155530635,0.031525309123007945
LogReg(OvR),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7233368155530635,0.031525309123007945
LogReg(OvR),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7226253788815601,0.03135617437184023
LogReg(OvR),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.7226253788815601,0.03135617437184023
LogReg(OvR),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 30.0, 'class_weight': None}",0.7203573736962554,0.017905219910167216
LogReg(OvR),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 30.0, 'class_weight': None}",0.7203573736962554,0.017905219910167216
LogReg(OvR),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': None}",0.7197883070751704,0.017326731943954295
LogReg(OvR),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': None}",0.7197883070751704,0.017326731943954295
LogReg(다항),8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': None}",0.7195454876873415,0.01660205651946936
LogReg(다항),7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': None}",0.7195454876873415,0.01660205651946936
LogReg(OvR),10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7186797612786023,0.018128670756400053
LogReg(OvR),9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 30.0, 'class_weight': 'balanced'}",0.7186797612786023,0.018128670756400053
LogReg(다항),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 30.0, 'class_weight': None}",0.7183408251357821,0.016738359760865355
LogReg(다항),2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 30.0, 'class_weight': None}",0.7183408251357821,0.016738359760865355
LinearSVC,3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7178090719353639,0.035300863874527445
LinearSVC,4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7178090719353639,0.035300863874527445
LinearSVC,8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 0.3, 'class_weight': None}",0.7167860155586293,0.02648168575385137
LinearSVC,7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 0.3, 'class_weight': None}",0.7167860155586293,0.02648168575385137
LogReg(다항),3,title,char,"(2, 3)",1,0.9,True,True,"{'C': 30.0, 'class_weight': None}",0.716767417736359,0.0168246666547205
LogReg(다항),4,title,char,"(2, 3)",1,1.0,True,True,"{'C': 30.0, 'class_weight': None}",0.716767417736359,0.0168246666547205
LinearSVC,2,title,char_wb,"(2, 3)",1,1.0,True,True,"{'C': 0.3, 'class_weight': None}",0.7162874457847579,0.025569115442374463
LinearSVC,1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 0.3, 'class_weight': None}",0.7162874457847579,0.025569115442374463
LinearSVC,6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7159188427654349,0.035535771315399325
LinearSVC,5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7159188427654349,0.035535771315399325
LinearSVC,9,title,char,"(2, 3)",1,1.0,True,False,"{'C': 1.0, 'class_weight': None}",0.7156888804916417,0.014576381166644696
LinearSVC,10,title,char,"(2, 3)",1,0.9,True,False,"{'C': 1.0, 'class_weight': None}",0.7156888804916417,0.014576381166644696
LogReg(다항),6,title,char,"(2, 3)",1,0.9,False,True,"{'C': 30.0, 'class_weight': None}",0.7152714647270203,0.014751865796850621
LogReg(다항),5,title,char,"(2, 3)",1,1.0,False,True,"{'C': 30.0, 'class_weight': None}",0.7152714647270203,0.014751865796850621
LinearSVC,7,title,char_wb,"(2, 3)",1,1.0,False,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7136152087698328,0.027086409269237804
LinearSVC,8,title,char_wb,"(2, 3)",1,0.9,False,True,"{'C': 0.3, 'class_weight': 'balanced'}",0.7136152087698328,0.027086409269237804
LogReg(다항),1,title,char_wb,"(2, 3)",1,0.9,True,True,"{'C': 3.0, 'class_weight': 'balanced'}",0.713532578723649,0.027847663713268536
