입력,analyzer,ngram,min_df,max_df,sublinear,use_idf,CV_MacroF1,CV_std
instt_title,char_wb,"(2, 5)",1,1.0,True,False,0.6779694038721388,0.017313449655316598
instt_title,char_wb,"(2, 5)",2,0.9,False,True,0.6763562324289815,0.01713709878710099
instt_title,char_wb,"(2, 5)",2,1.0,False,True,0.6763562324289815,0.01713709878710099
instt_title,char_wb,"(2, 4)",3,1.0,False,True,0.6750999175289465,0.022870726860030846
instt_title,char_wb,"(2, 4)",3,0.9,False,True,0.6750999175289465,0.022870726860030846
instt_title,char_wb,"(2, 5)",3,0.9,True,True,0.6748951381435349,0.022190366339675513
instt_title,char_wb,"(2, 5)",3,1.0,True,True,0.6748951381435349,0.022190366339675513
instt_title,char,"(2, 4)",3,0.9,False,True,0.6748495265086822,0.02047659533413504
instt_title,char,"(2, 4)",3,1.0,False,True,0.6748495265086822,0.02047659533413504
instt_title,char_wb,"(2, 4)",3,0.9,True,False,0.6743529154035233,0.027608440239937485
instt_title,char_wb,"(2, 4)",3,1.0,True,False,0.6743529154035233,0.027608440239937485
instt_title,char,"(2, 5)",1,0.9,True,True,0.6735536888912514,0.01680561392005475
instt_title,char,"(2, 5)",1,1.0,True,True,0.6735536888912514,0.01680561392005475
instt_title,char,"(2, 4)",2,1.0,False,False,0.6733620346079054,0.022523860919888027
instt_title,char,"(2, 4)",2,0.9,False,False,0.6733620346079054,0.022523860919888027
instt_title,char,"(2, 5)",2,0.9,True,True,0.6731239110994884,0.019482752842456246
instt_title,char,"(2, 5)",2,1.0,True,True,0.6731239110994884,0.019482752842456246
instt_title,char,"(2, 4)",3,1.0,True,False,0.6730861442894283,0.02246479535483738
instt_title,char,"(2, 4)",3,0.9,True,False,0.6730861442894283,0.02246479535483738
instt_title,char_wb,"(2, 5)",1,1.0,False,False,0.6726037907302379,0.018669090479141014
instt_title,char_wb,"(2, 5)",1,0.9,False,False,0.6726037907302379,0.018669090479141014
instt_title,char_wb,"(2, 4)",2,1.0,False,False,0.672405069174664,0.018893254743202016
instt_title,char_wb,"(2, 4)",2,0.9,False,False,0.672405069174664,0.018893254743202016
instt_title,char_wb,"(2, 5)",3,1.0,True,False,0.6723074954891769,0.026328129961342546
instt_title,char_wb,"(2, 5)",3,0.9,True,False,0.6723074954891769,0.026328129961342546
instt_title,char_wb,"(2, 5)",2,1.0,True,False,0.6718349402698248,0.020609924193032505
instt_title,char_wb,"(2, 5)",2,0.9,True,False,0.6718349402698248,0.020609924193032505
instt_title,char,"(2, 5)",3,1.0,True,True,0.6698466186757498,0.024998270981928722
instt_title,char,"(2, 5)",3,0.9,True,True,0.6698466186757498,0.024998270981928722
title,char_wb,"(3, 5)",2,0.9,True,True,0.6697342773699619,0.02150270862120036
title,char_wb,"(3, 5)",2,1.0,True,True,0.6697342773699619,0.02150270862120036
title,char,"(3, 5)",2,1.0,False,True,0.6696244954640294,0.013308820999785972
title,char,"(3, 5)",2,0.9,False,True,0.6696244954640294,0.013308820999785972
title,char,"(3, 5)",2,0.9,True,True,0.669452643309531,0.012855146673848747
title,char,"(3, 5)",2,1.0,True,True,0.669452643309531,0.012855146673848747
title,char_wb,"(3, 5)",2,1.0,False,True,0.669438941850361,0.021757265545943483
title,char_wb,"(3, 5)",2,0.9,False,True,0.669438941850361,0.021757265545943483
instt_title,char,"(2, 5)",1,1.0,False,True,0.6692993271411766,0.014045676661158666
instt_title,char,"(2, 5)",1,0.9,False,True,0.6692993271411766,0.014045676661158666
instt_title,char,"(2, 4)",3,0.9,False,False,0.6683769159385751,0.0213120192834913
instt_title,char,"(2, 4)",3,1.0,False,False,0.6683769159385751,0.0213120192834913
instt_title,char_wb,"(2, 4)",3,0.9,False,False,0.6683290601785229,0.02575206831565873
instt_title,char_wb,"(2, 4)",3,1.0,False,False,0.6683290601785229,0.02575206831565873
instt_title,char_wb,"(2, 5)",3,1.0,False,True,0.6671097946880108,0.02190479997606556
instt_title,char_wb,"(2, 5)",3,0.9,False,True,0.6671097946880108,0.02190479997606556
instt_title,char,"(2, 5)",1,0.9,True,False,0.6670010146311461,0.019643091873340672
instt_title,char,"(2, 5)",1,1.0,True,False,0.6670010146311461,0.019643091873340672
instt_title,char,"(2, 5)",2,1.0,False,True,0.6659526819453747,0.02076369398551054
instt_title,char,"(2, 5)",2,0.9,False,True,0.6659526819453747,0.02076369398551054
instt_title,char_wb,"(2, 5)",2,1.0,False,False,0.6653237962216714,0.016835314893075975
instt_title,char_wb,"(2, 5)",2,0.9,False,False,0.6653237962216714,0.016835314893075975
instt_title,char,"(2, 5)",2,1.0,True,False,0.6653173711840598,0.02578155689049212
instt_title,char,"(2, 5)",2,0.9,True,False,0.6653173711840598,0.02578155689049212
instt_title,char,"(2, 5)",3,0.9,True,False,0.6633459417378713,0.02605481157824916
instt_title,char,"(2, 5)",3,1.0,True,False,0.6633459417378713,0.02605481157824916
instt_title,char,"(2, 5)",3,1.0,False,True,0.6633259668136573,0.02109505723574938
instt_title,char,"(2, 5)",3,0.9,False,True,0.6633259668136573,0.02109505723574938
instt_title,char,"(2, 5)",1,0.9,False,False,0.6626129142218549,0.017962487838381416
instt_title,char,"(2, 5)",1,1.0,False,False,0.6626129142218549,0.017962487838381416
instt_title,char_wb,"(2, 5)",3,0.9,False,False,0.6618756104649549,0.02556107600035139
instt_title,char_wb,"(2, 5)",3,1.0,False,False,0.6618756104649549,0.02556107600035139
title,char_wb,"(3, 5)",2,0.9,False,False,0.66079993167023,0.02775890127587974
title,char_wb,"(3, 5)",2,1.0,False,False,0.66079993167023,0.02775890127587974
instt_title,char_wb,"(3, 5)",1,0.9,True,True,0.6606316307765256,0.013376836656123336
instt_title,char_wb,"(3, 5)",1,1.0,True,True,0.6606316307765256,0.013376836656123336
instt_title,char,"(2, 5)",2,0.9,False,False,0.6604256047387158,0.02621658270443744
instt_title,char,"(2, 5)",2,1.0,False,False,0.6604256047387158,0.02621658270443744
title,char_wb,"(3, 5)",2,0.9,True,False,0.660264440627052,0.0271747703161318
title,char_wb,"(3, 5)",2,1.0,True,False,0.660264440627052,0.0271747703161318
title,char,"(3, 5)",2,0.9,False,False,0.660097124627405,0.017577028010355367
title,char,"(3, 5)",2,1.0,False,False,0.660097124627405,0.017577028010355367
title,char,"(3, 5)",2,0.9,True,False,0.6598228898392613,0.01779202467440591
title,char,"(3, 5)",2,1.0,True,False,0.6598228898392613,0.01779202467440591
instt_title,char_wb,"(3, 5)",1,1.0,False,True,0.6572280489314345,0.01141222976951964
instt_title,char_wb,"(3, 5)",1,0.9,False,True,0.6572280489314345,0.01141222976951964
instt_title,char,"(2, 5)",3,0.9,False,False,0.6567588535994776,0.023216859934399384
instt_title,char,"(2, 5)",3,1.0,False,False,0.6567588535994776,0.023216859934399384
