모델,CV_MacroF1,CV_std
LinearSVC(대조),0.6448874817859169,0.02604213131241552
HistGB,0.6177730753850302,0.011567969018667301
RandomForest,0.6080643564040489,0.031162615034537853
ExtraTrees,0.5998838911109652,0.020004852064351465
